,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
3008,2024-580,Australian Open,Hard,128.0,G,2024-01-15,165,144869,30.0,,Tomas Martin Etcheverry,R,196.0,ARG,24.4,104792,,,Gael Monfils,R,193.0,FRA,37.3,6-4 6-4 6-4,5,R64,133.0,5.0,0.0,102.0,80.0,54.0,13.0,15.0,4.0,5.0,12.0,4.0,86.0,53.0,44.0,12.0,15.0,4.0,8.0,32.0,1375.0,76.0,737.0
3009,2024-580,Australian Open,Hard,128.0,G,2024-01-15,166,105173,20.0,,Adrian Mannarino,L,180.0,FRA,35.5,144719,,,Jaume Munar,R,183.0,ESP,26.6,6-3 6-3 1-6 2-6 6-3,5,R64,204.0,7.0,3.0,120.0,77.0,56.0,24.0,21.0,4.0,8.0,10.0,8.0,143.0,90.0,66.0,22.0,21.0,8.0,12.0,19.0,1765.0,82.0,706.0
3010,2024-580,Australian Open,Hard,128.0,G,2024-01-15,167,210097,16.0,,Ben Shelton,L,193.0,USA,21.2,106331,,,Christopher Oconnell,R,183.0,AUS,29.6,6-4 6-1 3-6 7-6(5),5,R64,171.0,17.0,4.0,114.0,76.0,56.0,24.0,19.0,3.0,5.0,9.0,1.0,133.0,79.0,63.0,17.0,19.0,7.0,11.0,16.0,2225.0,68.0,814.0
3011,2024-580,Australian Open,Hard,128.0,G,2024-01-15,168,126203,12.0,,Taylor Fritz,R,196.0,USA,26.2,200384,,LL,Hugo Gaston,L,173.0,FRA,23.3,6-0 6-3 6-1,5,R64,88.0,11.0,2.0,68.0,44.0,34.0,13.0,11.0,1.0,1.0,2.0,5.0,81.0,48.0,27.0,11.0,11.0,6.0,13.0,12.0,2840.0,97.0,626.0
3012,2024-580,Australian Open,Hard,128.0,G,2024-01-15,169,206681,,,Fabian Marozsan,R,193.0,HUN,24.2,202103,22.0,,Francisco Cerundolo,R,185.0,ARG,25.4,7-6(5) 6-4 6-2,5,R64,121.0,7.0,3.0,94.0,60.0,42.0,18.0,15.0,5.0,8.0,6.0,6.0,118.0,71.0,45.0,17.0,15.0,12.0,18.0,67.0,823.0,21.0,1760.0
3013,2024-580,Australian Open,Hard,128.0,G,2024-01-15,170,209414,,,Luca Van Assche,R,178.0,FRA,19.6,207518,25.0,,Lorenzo Musetti,R,185.0,ITA,21.8,6-3 3-6 6-7(5) 6-3 6-0,5,R64,225.0,9.0,3.0,133.0,75.0,57.0,35.0,23.0,7.0,9.0,6.0,0.0,153.0,90.0,64.0,27.0,22.0,5.0,12.0,79.0,715.0,28.0,1440.0
3014,2024-580,Australian Open,Hard,128.0,G,2024-01-15,171,126774,7.0,,Stefanos Tsitsipas,R,193.0,GRE,25.4,111442,,,Jordan Thompson,R,183.0,AUS,29.7,4-6 7-6(6) 6-2 7-6(4),5,R64,216.0,13.0,2.0,151.0,77.0,58.0,47.0,21.0,9.0,11.0,5.0,0.0,125.0,76.0,56.0,31.0,21.0,4.0,7.0,7.0,4025.0,47.0,982.0
3015,2024-580,Australian Open,Hard,128.0,G,2024-01-15,172,206173,4.0,,Jannik Sinner,R,191.0,ITA,22.4,207411,,Q,Jesper De Jong,R,180.0,NED,23.6,6-2 6-2 6-2,5,R64,103.0,7.0,1.0,58.0,37.0,32.0,16.0,12.0,0.0,0.0,6.0,3.0,80.0,50.0,29.0,12.0,12.0,6.0,12.0,4.0,6490.0,161.0,393.0
3016,2024-580,Australian Open,Hard,128.0,G,2024-01-15,173,202104,26.0,,Sebastian Baez,R,170.0,ARG,23.0,123755,,,Daniel Elahi Galan,R,191.0,COL,27.5,7-5 2-6 6-2 6-4,5,R64,194.0,4.0,5.0,113.0,77.0,53.0,20.0,19.0,1.0,5.0,6.0,2.0,141.0,82.0,53.0,28.0,19.0,14.0,20.0,29.0,1435.0,87.0,676.0
3017,2024-580,Australian Open,Hard,128.0,G,2024-01-15,174,207830,,,Tomas Machac,R,183.0,CZE,23.2,126207,17.0,,Frances Tiafoe,R,188.0,USA,25.9,6-4 6-4 7-6(5),5,R64,155.0,10.0,1.0,97.0,66.0,50.0,15.0,16.0,2.0,5.0,13.0,2.0,128.0,81.0,54.0,18.0,16.0,7.0,12.0,75.0,748.0,17.0,2100.0
3018,2024-580,Australian Open,Hard,128.0,G,2024-01-15,175,111575,15.0,,Karen Khachanov,R,198.0,RUS,27.6,206499,,Q,Aleksandar Kovacevic,R,183.0,USA,25.3,6-4 6-3 4-6 6-3,5,R64,150.0,22.0,0.0,103.0,68.0,51.0,22.0,19.0,7.0,10.0,16.0,5.0,114.0,65.0,46.0,22.0,19.0,6.0,12.0,15.0,2430.0,101.0,611.0
3019,2024-580,Australian Open,Hard,128.0,G,2024-01-15,176,200282,10.0,,Alex De Minaur,R,183.0,AUS,24.9,208286,,,Matteo Arnaldi,R,185.0,ITA,22.8,6-3 6-0 6-3,5,R64,120.0,4.0,3.0,82.0,49.0,37.0,17.0,12.0,5.0,6.0,4.0,2.0,82.0,40.0,24.0,15.0,12.0,7.0,14.0,10.0,2950.0,41.0,1077.0
3020,2024-580,Australian Open,Hard,128.0,G,2024-01-15,177,207925,,Q,Flavio Cobolli,R,183.0,ITA,21.6,200303,,,Pavel Kotov,R,191.0,RUS,25.1,7-5 6-3 5-7 6-2,5,R64,195.0,5.0,4.0,126.0,67.0,49.0,33.0,21.0,6.0,9.0,2.0,5.0,117.0,73.0,48.0,24.0,20.0,3.0,9.0,100.0,617.0,65.0,835.0
3021,2024-580,Australian Open,Hard,128.0,G,2024-01-15,178,200624,29.0,,Sebastian Korda,R,196.0,USA,23.5,111460,,,Quentin Halys,R,191.0,FRA,27.2,6-4 6-4 6-4,5,R64,121.0,12.0,4.0,84.0,50.0,38.0,25.0,15.0,1.0,1.0,19.0,4.0,124.0,70.0,54.0,19.0,15.0,14.0,17.0,26.0,1480.0,110.0,575.0
3022,2024-580,Australian Open,Hard,128.0,G,2024-01-15,179,126094,5.0,,Andrey Rublev,R,188.0,RUS,26.2,111153,,,Christopher Eubanks,R,201.0,USA,27.6,6-4 6-4 6-4,5,R64,99.0,10.0,0.0,79.0,60.0,51.0,14.0,15.0,3.0,3.0,10.0,2.0,95.0,74.0,49.0,11.0,15.0,7.0,10.0,5.0,5010.0,35.0,1215.0
3023,2024-580,Australian Open,Hard,128.0,G,2024-01-15,180,209070,,WC,Arthur Cazaux,R,183.0,FRA,21.3,208029,8.0,,Holger Rune,R,188.0,DEN,20.7,7-6(4) 6-4 4-6 6-3,5,R64,202.0,18.0,2.0,118.0,74.0,61.0,25.0,21.0,3.0,4.0,6.0,4.0,137.0,76.0,55.0,35.0,20.0,5.0,8.0,122.0,529.0,8.0,3815.0
3024,2024-580,Australian Open,Hard,128.0,G,2024-01-15,181,134868,28.0,,Tallon Griekspoor,R,188.0,NED,27.5,209950,,,Arthur Fils,R,185.0,FRA,19.5,3-6 6-1 7-5 6-4,5,R64,139.0,11.0,3.0,110.0,76.0,54.0,23.0,19.0,3.0,5.0,13.0,11.0,115.0,63.0,48.0,23.0,19.0,5.0,10.0,31.0,1410.0,34.0,1233.0
3025,2024-580,Australian Open,Hard,128.0,G,2024-01-15,182,200005,21.0,,Ugo Humbert,L,188.0,FRA,25.5,111190,,,Zhizhen Zhang,R,193.0,CHN,27.2,6-2 5-7 6-1 7-6(3),5,R64,170.0,15.0,3.0,121.0,80.0,61.0,24.0,20.0,5.0,7.0,14.0,4.0,117.0,73.0,49.0,20.0,19.0,4.0,9.0,20.0,1765.0,54.0,911.0
3026,2024-580,Australian Open,Hard,128.0,G,2024-01-15,183,128034,9.0,,Hubert Hurkacz,R,196.0,POL,26.9,210150,,Q,Jakub Mensik,R,193.0,CZE,18.3,6-7(9) 6-1 5-7 6-1 6-3,5,R64,205.0,19.0,2.0,135.0,90.0,74.0,27.0,24.0,1.0,3.0,19.0,10.0,167.0,101.0,76.0,24.0,23.0,14.0,21.0,9.0,3320.0,142.0,433.0
3027,2024-580,Australian Open,Hard,128.0,G,2024-01-15,184,105777,13.0,,Grigor Dimitrov,R,191.0,BUL,32.6,106423,,,Thanasi Kokkinakis,R,193.0,AUS,27.7,6-3 6-2 4-6 6-4,5,R64,208.0,8.0,1.0,113.0,82.0,64.0,17.0,19.0,7.0,8.0,12.0,3.0,149.0,102.0,66.0,22.0,18.0,12.0,16.0,13.0,2775.0,80.0,711.0
3028,2024-580,Australian Open,Hard,128.0,G,2024-01-15,185,132686,,,Nuno Borges,R,185.0,POR,26.9,200221,23.0,,Alejandro Davidovich Fokina,R,183.0,ESP,24.6,7-6(7) 6-3 6-3,5,R64,138.0,7.0,5.0,114.0,73.0,53.0,22.0,15.0,7.0,9.0,5.0,4.0,98.0,65.0,40.0,17.0,15.0,4.0,9.0,69.0,814.0,24.0,1530.0
3029,2024-580,Australian Open,Hard,128.0,G,2024-01-15,186,200000,27.0,,Felix Auger Aliassime,R,193.0,CAN,23.4,126409,,Q,Hugo Grenier,R,196.0,FRA,27.8,6-1 3-6 6-1 6-2,5,R64,176.0,4.0,8.0,101.0,73.0,49.0,15.0,16.0,8.0,11.0,6.0,6.0,116.0,69.0,33.0,21.0,15.0,12.0,20.0,30.0,1425.0,178.0,340.0
3030,2024-580,Australian Open,Hard,128.0,G,2024-01-15,187,106421,3.0,,Daniil Medvedev,R,198.0,RUS,27.9,200325,,,Emil Ruusuvuori,R,188.0,FIN,24.7,3-6 6-7(1) 6-4 7-6(1) 6-0,5,R64,263.0,23.0,8.0,175.0,104.0,73.0,32.0,25.0,13.0,18.0,1.0,4.0,177.0,109.0,63.0,36.0,24.0,8.0,16.0,3.0,7555.0,53.0,921.0
3031,2024-580,Australian Open,Hard,128.0,G,2024-01-15,188,100644,6.0,,Alexander Zverev,R,198.0,GER,26.7,127760,,Q,Lukas Klein,R,193.0,SVK,25.8,7-5 3-6 4-6 7-6(5) 7-6(7),5,R64,271.0,21.0,2.0,179.0,134.0,105.0,18.0,28.0,7.0,10.0,13.0,5.0,201.0,133.0,99.0,35.0,27.0,8.0,10.0,6.0,4275.0,163.0,391.0
3032,2024-580,Australian Open,Hard,128.0,G,2024-01-15,189,210506,,,Alex Michelsen,R,193.0,USA,19.3,208103,32.0,,Jiri Lehecka,R,185.0,CZE,22.1,4-6 6-3 6-4 6-4,5,R64,170.0,7.0,3.0,116.0,75.0,59.0,23.0,20.0,4.0,6.0,10.0,3.0,116.0,76.0,52.0,24.0,19.0,8.0,12.0,91.0,656.0,23.0,1555.0
3033,2024-580,Australian Open,Hard,128.0,G,2024-01-15,190,111815,19.0,,Cameron Norrie,L,188.0,GBR,28.3,206748,,Q,Giulio Zeppieri,L,183.0,ITA,22.1,3-6 6-7(4) 6-2 6-4 6-4,5,R64,215.0,16.0,4.0,145.0,106.0,80.0,21.0,25.0,3.0,5.0,29.0,8.0,160.0,94.0,73.0,30.0,24.0,6.0,11.0,22.0,1710.0,133.0,487.0
3034,2024-580,Australian Open,Hard,128.0,G,2024-01-15,191,134770,11.0,,Casper Ruud,R,183.0,NOR,25.0,126845,,,Max Purcell,R,185.0,AUS,25.7,6-3 6-7(5) 6-3 3-6 7-6(7),5,R64,230.0,22.0,5.0,175.0,126.0,99.0,28.0,26.0,12.0,13.0,27.0,6.0,160.0,107.0,84.0,30.0,25.0,8.0,10.0,11.0,2910.0,45.0,1021.0
3035,2024-580,Australian Open,Hard,128.0,G,2024-01-15,192,126205,14.0,,Tommy Paul,R,185.0,USA,26.6,207733,,,Jack Draper,L,193.0,GBR,22.0,6-2 3-6 6-3 7-5,5,R64,178.0,9.0,4.0,110.0,67.0,50.0,26.0,19.0,2.0,5.0,4.0,2.0,121.0,69.0,46.0,27.0,19.0,13.0,19.0,14.0,2670.0,55.0,911.0
3036,2024-580,Australian Open,Hard,128.0,G,2024-01-15,193,200175,,,Miomir Kecmanovic,R,183.0,SRB,24.3,105526,24.0,,Jan Lennard Struff,R,193.0,GER,33.7,6-4 1-6 7-6(5) 1-6 7-6(9),5,R64,201.0,10.0,8.0,156.0,100.0,73.0,27.0,24.0,3.0,8.0,23.0,7.0,178.0,120.0,90.0,27.0,24.0,12.0,14.0,60.0,890.0,25.0,1511.0
3037,2024-580,Australian Open,Hard,128.0,G,2024-01-15,194,209992,,WC,Juncheng Shang,L,180.0,CHN,18.9,111576,,Q,Sumit Nagal,R,178.0,IND,26.4,2-6 6-3 7-5 6-4,5,R64,170.0,8.0,3.0,128.0,86.0,62.0,25.0,20.0,5.0,7.0,7.0,1.0,110.0,73.0,49.0,25.0,19.0,7.0,10.0,140.0,435.0,137.0,450.0
3038,2024-580,Australian Open,Hard,128.0,G,2024-01-15,195,207989,2.0,,Carlos Alcaraz,R,183.0,ESP,20.6,132283,,,Lorenzo Sonego,R,191.0,ITA,28.6,6-4 6-7(3) 6-3 7-6(3),5,R64,205.0,12.0,4.0,130.0,89.0,69.0,29.0,22.0,3.0,4.0,10.0,2.0,142.0,103.0,67.0,26.0,21.0,3.0,6.0,2.0,8855.0,46.0,1005.0
3039,2024-580,Australian Open,Hard,128.0,G,2024-01-15,196,104925,1.0,,Novak Djokovic,R,188.0,SRB,36.6,144869,30.0,,Tomas Martin Etcheverry,R,196.0,ARG,24.4,6-3 6-3 7-6(2),5,R32,148.0,10.0,0.0,84.0,57.0,49.0,16.0,15.0,0.0,0.0,13.0,1.0,100.0,72.0,51.0,10.0,15.0,4.0,7.0,1.0,11055.0,32.0,1375.0
3040,2024-580,Australian Open,Hard,128.0,G,2024-01-15,197,105173,20.0,,Adrian Mannarino,L,180.0,FRA,35.5,210097,16.0,,Ben Shelton,L,193.0,USA,21.2,7-6(4) 1-6 6-7(2) 6-3 6-4,5,R32,286.0,9.0,9.0,188.0,121.0,76.0,36.0,25.0,14.0,21.0,18.0,4.0,178.0,128.0,86.0,24.0,25.0,11.0,17.0,19.0,1765.0,16.0,2225.0
3041,2024-580,Australian Open,Hard,128.0,G,2024-01-15,198,126203,12.0,,Taylor Fritz,R,196.0,USA,26.2,206681,,,Fabian Marozsan,R,193.0,HUN,24.2,3-6 6-4 6-2 6-2,5,R32,143.0,19.0,2.0,84.0,53.0,42.0,20.0,18.0,1.0,3.0,7.0,10.0,157.0,100.0,57.0,28.0,17.0,17.0,23.0,12.0,2840.0,67.0,823.0
3042,2024-580,Australian Open,Hard,128.0,G,2024-01-15,199,126774,7.0,,Stefanos Tsitsipas,R,193.0,GRE,25.4,209414,,,Luca Van Assche,R,178.0,FRA,19.6,6-3 6-0 6-4,5,R32,122.0,12.0,0.0,87.0,52.0,39.0,20.0,13.0,8.0,9.0,1.0,5.0,72.0,45.0,23.0,12.0,12.0,2.0,8.0,7.0,4025.0,79.0,715.0
3043,2024-580,Australian Open,Hard,128.0,G,2024-01-15,200,206173,4.0,,Jannik Sinner,R,191.0,ITA,22.4,202104,26.0,,Sebastian Baez,R,170.0,ARG,23.0,6-0 6-1 6-3,5,R32,112.0,6.0,0.0,70.0,45.0,35.0,13.0,11.0,4.0,4.0,2.0,0.0,74.0,54.0,29.0,5.0,11.0,5.0,12.0,4.0,6490.0,29.0,1435.0
3044,2024-580,Australian Open,Hard,128.0,G,2024-01-15,201,111575,15.0,,Karen Khachanov,R,198.0,RUS,27.6,207830,,,Tomas Machac,R,183.0,CZE,23.2,6-4 7-6(4) 4-6 7-6(5),5,R32,204.0,17.0,5.0,165.0,110.0,81.0,29.0,22.0,17.0,19.0,17.0,5.0,127.0,84.0,68.0,24.0,22.0,1.0,3.0,15.0,2430.0,75.0,748.0
3045,2024-580,Australian Open,Hard,128.0,G,2024-01-15,202,200282,10.0,,Alex De Minaur,R,183.0,AUS,24.9,207925,,Q,Flavio Cobolli,R,183.0,ITA,21.6,6-3 6-3 6-1,5,R32,127.0,4.0,0.0,85.0,44.0,33.0,25.0,13.0,7.0,8.0,4.0,2.0,99.0,56.0,33.0,18.0,12.0,14.0,20.0,10.0,2950.0,100.0,617.0
3046,2024-580,Australian Open,Hard,128.0,G,2024-01-15,203,126094,5.0,,Andrey Rublev,R,188.0,RUS,26.2,200624,29.0,,Sebastian Korda,R,196.0,USA,23.5,6-2 7-6(6) 6-4,5,R32,119.0,13.0,3.0,88.0,65.0,54.0,13.0,15.0,1.0,1.0,18.0,5.0,102.0,68.0,50.0,13.0,15.0,6.0,9.0,5.0,5010.0,26.0,1480.0
3047,2024-580,Australian Open,Hard,128.0,G,2024-01-15,204,209070,,WC,Arthur Cazaux,R,183.0,FRA,21.3,134868,28.0,,Tallon Griekspoor,R,188.0,NED,27.5,6-3 6-3 6-1,5,R32,106.0,14.0,3.0,70.0,46.0,39.0,14.0,13.0,0.0,0.0,4.0,4.0,83.0,48.0,31.0,14.0,12.0,9.0,14.0,122.0,529.0,31.0,1410.0
3048,2024-580,Australian Open,Hard,128.0,G,2024-01-15,205,128034,9.0,,Hubert Hurkacz,R,196.0,POL,26.9,200005,21.0,,Ugo Humbert,L,188.0,FRA,25.5,3-6 6-1 7-6(4) 6-3,5,R32,167.0,17.0,3.0,125.0,78.0,63.0,20.0,19.0,5.0,7.0,4.0,0.0,122.0,80.0,51.0,24.0,18.0,7.0,11.0,9.0,3320.0,20.0,1765.0
3049,2024-580,Australian Open,Hard,128.0,G,2024-01-15,206,132686,,,Nuno Borges,R,185.0,POR,26.9,105777,13.0,,Grigor Dimitrov,R,191.0,BUL,32.6,6-7(3) 6-4 6-2 7-6(6),5,R32,185.0,21.0,4.0,150.0,103.0,80.0,22.0,21.0,11.0,12.0,11.0,2.0,118.0,72.0,57.0,25.0,21.0,3.0,7.0,69.0,814.0,13.0,2775.0
3050,2024-580,Australian Open,Hard,128.0,G,2024-01-15,207,106421,3.0,,Daniil Medvedev,R,198.0,RUS,27.9,200000,27.0,,Felix Auger Aliassime,R,193.0,CAN,23.4,6-3 6-4 6-3,5,R32,129.0,8.0,4.0,86.0,55.0,43.0,15.0,14.0,1.0,2.0,8.0,4.0,80.0,49.0,33.0,14.0,14.0,2.0,7.0,3.0,7555.0,30.0,1425.0
3051,2024-580,Australian Open,Hard,128.0,G,2024-01-15,208,100644,6.0,,Alexander Zverev,R,198.0,GER,26.7,210506,,,Alex Michelsen,R,193.0,USA,19.3,6-2 7-6(4) 6-2,5,R32,119.0,11.0,1.0,81.0,58.0,46.0,15.0,14.0,0.0,1.0,1.0,3.0,89.0,59.0,35.0,15.0,14.0,5.0,10.0,6.0,4275.0,91.0,656.0
3052,2024-580,Australian Open,Hard,128.0,G,2024-01-15,209,111815,19.0,,Cameron Norrie,L,188.0,GBR,28.3,134770,11.0,,Casper Ruud,R,183.0,NOR,25.0,6-4 6-7(7) 6-4 6-3,5,R32,183.0,11.0,3.0,129.0,79.0,61.0,31.0,21.0,9.0,10.0,19.0,4.0,122.0,84.0,63.0,18.0,20.0,2.0,6.0,22.0,1710.0,11.0,2910.0
3053,2024-580,Australian Open,Hard,128.0,G,2024-01-15,210,200175,,,Miomir Kecmanovic,R,183.0,SRB,24.3,126205,14.0,,Tommy Paul,R,185.0,USA,26.6,6-4 3-6 2-6 7-6(7) 6-0,5,R32,237.0,10.0,0.0,142.0,87.0,61.0,27.0,23.0,4.0,9.0,16.0,2.0,185.0,108.0,69.0,37.0,22.0,16.0,22.0,60.0,890.0,14.0,2670.0
3054,2024-580,Australian Open,Hard,128.0,G,2024-01-15,211,207989,2.0,,Carlos Alcaraz,R,183.0,ESP,20.6,209992,,WC,Juncheng Shang,L,180.0,CHN,18.9,6-1 6-1 1-0 RET,5,R32,66.0,3.0,1.0,34.0,19.0,16.0,13.0,8.0,0.0,0.0,0.0,1.0,50.0,26.0,13.0,7.0,7.0,6.0,12.0,2.0,8855.0,140.0,435.0
3055,2024-580,Australian Open,Hard,128.0,G,2024-01-15,212,104925,1.0,,Novak Djokovic,R,188.0,SRB,36.6,105173,20.0,,Adrian Mannarino,L,180.0,FRA,35.5,6-0 6-0 6-3,5,R16,104.0,17.0,5.0,69.0,48.0,39.0,13.0,11.0,3.0,3.0,1.0,0.0,58.0,34.0,17.0,8.0,10.0,4.0,11.0,1.0,11055.0,19.0,1765.0
3056,2024-580,Australian Open,Hard,128.0,G,2024-01-15,213,126203,12.0,,Taylor Fritz,R,196.0,USA,26.2,126774,7.0,,Stefanos Tsitsipas,R,193.0,GRE,25.4,7-6(3) 5-7 6-3 6-3,5,R16,181.0,13.0,2.0,113.0,79.0,68.0,18.0,21.0,2.0,4.0,12.0,7.0,136.0,86.0,65.0,22.0,21.0,7.0,11.0,12.0,2840.0,7.0,4025.0
3057,2024-580,Australian Open,Hard,128.0,G,2024-01-15,214,206173,4.0,,Jannik Sinner,R,191.0,ITA,22.4,111575,15.0,,Karen Khachanov,R,198.0,RUS,27.6,6-4 7-5 6-3,5,R16,154.0,8.0,3.0,97.0,52.0,41.0,26.0,16.0,9.0,10.0,7.0,0.0,91.0,61.0,40.0,14.0,15.0,3.0,8.0,4.0,6490.0,15.0,2430.0
3058,2024-580,Australian Open,Hard,128.0,G,2024-01-15,215,126094,5.0,,Andrey Rublev,R,188.0,RUS,26.2,200282,10.0,,Alex De Minaur,R,183.0,AUS,24.9,6-4 6-7(5) 6-7(4) 6-3 6-0,5,R16,254.0,6.0,6.0,180.0,107.0,72.0,40.0,25.0,13.0,16.0,6.0,6.0,161.0,85.0,54.0,38.0,24.0,5.0,13.0,5.0,5010.0,10.0,2950.0
3059,2024-580,Australian Open,Hard,128.0,G,2024-01-15,216,128034,9.0,,Hubert Hurkacz,R,196.0,POL,26.9,209070,,WC,Arthur Cazaux,R,183.0,FRA,21.3,7-6(6) 7-6(3) 6-4,5,R16,148.0,11.0,1.0,87.0,54.0,49.0,25.0,17.0,0.0,1.0,18.0,2.0,114.0,68.0,53.0,24.0,17.0,6.0,8.0,9.0,3320.0,122.0,529.0
3060,2024-580,Australian Open,Hard,128.0,G,2024-01-15,217,106421,3.0,,Daniil Medvedev,R,198.0,RUS,27.9,132686,,,Nuno Borges,R,185.0,POR,26.9,6-3 7-6(4) 5-7 6-1,5,R16,187.0,13.0,11.0,145.0,92.0,69.0,24.0,20.0,7.0,11.0,5.0,4.0,137.0,92.0,60.0,18.0,20.0,7.0,13.0,3.0,7555.0,69.0,814.0
3061,2024-580,Australian Open,Hard,128.0,G,2024-01-15,218,100644,6.0,,Alexander Zverev,R,198.0,GER,26.7,111815,19.0,,Cameron Norrie,L,188.0,GBR,28.3,7-5 3-6 6-3 4-6 7-6(3),5,R16,245.0,15.0,6.0,150.0,114.0,87.0,16.0,26.0,6.0,10.0,10.0,2.0,169.0,106.0,73.0,33.0,26.0,10.0,14.0,6.0,4275.0,22.0,1710.0
3062,2024-580,Australian Open,Hard,128.0,G,2024-01-15,219,207989,2.0,,Carlos Alcaraz,R,183.0,ESP,20.6,200175,,,Miomir Kecmanovic,R,183.0,SRB,24.3,6-4 6-4 6-0,5,R16,109.0,5.0,0.0,69.0,47.0,39.0,14.0,13.0,0.0,0.0,3.0,1.0,84.0,54.0,32.0,15.0,13.0,4.0,9.0,2.0,8855.0,60.0,890.0
3063,2024-580,Australian Open,Hard,128.0,G,2024-01-15,220,104925,1.0,,Novak Djokovic,R,188.0,SRB,36.6,126203,12.0,,Taylor Fritz,R,196.0,USA,26.2,7-6(3) 4-6 6-2 6-3,5,QF,225.0,20.0,3.0,115.0,72.0,59.0,25.0,20.0,4.0,6.0,16.0,2.0,154.0,90.0,59.0,31.0,19.0,17.0,21.0,1.0,11055.0,12.0,2840.0
3064,2024-580,Australian Open,Hard,128.0,G,2024-01-15,221,206173,4.0,,Jannik Sinner,R,191.0,ITA,22.4,126094,5.0,,Andrey Rublev,R,188.0,RUS,26.2,6-4 7-6(5) 6-3,5,QF,159.0,10.0,3.0,117.0,75.0,57.0,22.0,16.0,8.0,8.0,10.0,2.0,101.0,71.0,54.0,11.0,15.0,5.0,7.0,4.0,6490.0,5.0,5010.0
3065,2024-580,Australian Open,Hard,128.0,G,2024-01-15,222,106421,3.0,,Daniil Medvedev,R,198.0,RUS,27.9,128034,9.0,,Hubert Hurkacz,R,196.0,POL,26.9,7-6(4) 2-6 6-3 5-7 6-4,5,QF,239.0,11.0,10.0,180.0,110.0,86.0,29.0,26.0,10.0,15.0,16.0,5.0,140.0,89.0,72.0,27.0,25.0,5.0,9.0,3.0,7555.0,9.0,3320.0
3066,2024-580,Australian Open,Hard,128.0,G,2024-01-15,223,100644,6.0,,Alexander Zverev,R,198.0,GER,26.7,207989,2.0,,Carlos Alcaraz,R,183.0,ESP,20.6,6-1 6-3 6-7(2) 6-4,5,QF,185.0,7.0,1.0,111.0,94.0,69.0,8.0,19.0,3.0,5.0,6.0,2.0,117.0,79.0,53.0,16.0,19.0,3.0,10.0,6.0,4275.0,2.0,8855.0
3067,2024-580,Australian Open,Hard,128.0,G,2024-01-15,224,206173,4.0,,Jannik Sinner,R,191.0,ITA,22.4,104925,1.0,,Novak Djokovic,R,188.0,SRB,36.6,6-1 6-2 6-7(6) 6-3,5,SF,202.0,9.0,1.0,110.0,64.0,53.0,29.0,18.0,0.0,0.0,7.0,4.0,116.0,79.0,53.0,17.0,18.0,6.0,11.0,4.0,6490.0,1.0,11055.0
3068,2024-580,Australian Open,Hard,128.0,G,2024-01-15,225,106421,3.0,,Daniil Medvedev,R,198.0,RUS,27.9,100644,6.0,,Alexander Zverev,R,198.0,GER,26.7,5-7 3-6 7-6(4) 7-6(5) 6-3,5,SF,258.0,14.0,6.0,156.0,94.0,72.0,35.0,27.0,5.0,10.0,14.0,1.0,170.0,132.0,94.0,22.0,27.0,10.0,14.0,3.0,7555.0,6.0,4275.0
3069,2024-580,Australian Open,Hard,128.0,G,2024-01-15,226,206173,4.0,,Jannik Sinner,R,191.0,ITA,22.4,106421,3.0,,Daniil Medvedev,R,198.0,RUS,27.9,3-6 3-6 6-4 6-4 6-3,5,F,224.0,14.0,5.0,144.0,88.0,65.0,30.0,24.0,8.0,12.0,11.0,3.0,139.0,95.0,72.0,20.0,23.0,5.0,9.0,4.0,6490.0,3.0,7555.0
8939,2023-580,Australian Open,Hard,128.0,G,2023-01-16,100,104745,1.0,,Rafael Nadal,L,185.0,ESP,36.6,207733,,,Jack Draper,L,193.0,GBR,21.0,7-5 2-6 6-4 6-1,5,R128,221.0,6.0,3.0,119.0,78.0,57.0,21.0,19.0,7.0,11.0,13.0,3.0,115.0,67.0,42.0,27.0,18.0,6.0,12.0,2.0,5770.0,38.0,1020.0
8940,2023-580,Australian Open,Hard,128.0,G,2023-01-16,101,111456,,,Mackenzie Mcdonald,R,178.0,USA,27.7,206909,,,Brandon Nakashima,R,188.0,USA,21.4,7-6(5) 7-6(1) 1-6 6-7(10) 6-4,5,R128,242.0,14.0,4.0,156.0,104.0,81.0,31.0,27.0,1.0,5.0,19.0,9.0,177.0,120.0,98.0,24.0,26.0,4.0,7.0,65.0,775.0,49.0,902.0
8941,2023-580,Australian Open,Hard,128.0,G,2023-01-16,102,207494,,Q,Dalibor Svrcina,R,178.0,CZE,20.2,144719,,,Jaume Munar,R,183.0,ESP,25.7,6-3 6-2 6-2,5,R128,136.0,0.0,4.0,69.0,48.0,37.0,12.0,13.0,4.0,5.0,7.0,6.0,102.0,65.0,40.0,10.0,12.0,11.0,18.0,216.0,249.0,64.0,777.0
